100001Pedido de Compra em 12/12/2019 com 10 itens201912121855270000143,00E
100609Pedido de Compra em 28/10/2019 com 7 itens201910281855270000182,00A
20371700609Item do Pedido 00609 e valor: R$ 99,00            0000099,00
20371800609Item do Pedido 00609 e valor: R$ 57,00            0000057,00
20371900609Item do Pedido 00609 e valor: R$ 22,00            0000022,00
20372000609Item do Pedido 00609 e valor: R$ 3,00             0000003,00
20372100609Item do Pedido 00609 e valor: R$ 1,00             0000001,00
20372200609Item do Pedido 00609 e valor: R$ 0,00             0000000,00
20372300609Item do Pedido 00609 e valor: R$ 0,00             0000000,00
20372400609Item do Pedido 00609 e valor: R$ 0,00             0000000,00
100610Pedido de Compra em 28/10/2019 com 7 itens201910281855270000057,00A
20372500610Item do Pedido 00610 e valor: R$ 24,00            0000024,00
20372600610Item do Pedido 00610 e valor: R$ 15,00            0000015,00
20372700610Item do Pedido 00610 e valor: R$ 17,00            0000017,00
20372800610Item do Pedido 00610 e valor: R$ 1,00             0000001,00
20372900610Item do Pedido 00610 e valor: R$ 0,00             0000000,00
20373000610Item do Pedido 00610 e valor: R$ 0,00             0000000,00
20373100610Item do Pedido 00610 e valor: R$ 0,00             0000000,00
20373200610Item do Pedido 00610 e valor: R$ 0,00             0000000,00
100611Pedido de Compra em 28/10/2019 com 7 itens201910281855270000091,00A
20373300611Item do Pedido 00611 e valor: R$ 88,00            0000088,00
20373400611Item do Pedido 00611 e valor: R$ 3,00             0000003,00
20373500611Item do Pedido 00611 e valor: R$ 0,00             0000000,00
20373600611Item do Pedido 00611 e valor: R$ 0,00             0000000,00
20373700611Item do Pedido 00611 e valor: R$ 0,00             0000000,00
20373800611Item do Pedido 00611 e valor: R$ 0,00             0000000,00
20373900611Item do Pedido 00611 e valor: R$ 0,00             0000000,00
20374000611Item do Pedido 00611 e valor: R$ 0,00             0000000,00
100612Pedido de Compra em 28/10/2019 com 7 itens201910281855270000176,00A
20374100612Item do Pedido 00612 e valor: R$ 72,00            0000072,00
20374200612Item do Pedido 00612 e valor: R$ 74,00            0000074,00
20374300612Item do Pedido 00612 e valor: R$ 24,00            0000024,00
20374400612Item do Pedido 00612 e valor: R$ 4,00             0000004,00
20374500612Item do Pedido 00612 e valor: R$ 2,00             0000002,00
20374600612Item do Pedido 00612 e valor: R$ 0,00             0000000,00
20374700612Item do Pedido 00612 e valor: R$ 0,00             0000000,00
20374800612Item do Pedido 00612 e valor: R$ 0,00             0000000,00
100613Pedido de Compra em 28/10/2019 com 7 itens201910281855270000018,00A
20374900613Item do Pedido 00613 e valor: R$ 18,00            0000018,00
20375000613Item do Pedido 00613 e valor: R$ 0,00             0000000,00
20375100613Item do Pedido 00613 e valor: R$ 0,00             0000000,00
20375200613Item do Pedido 00613 e valor: R$ 0,00             0000000,00
20375300613Item do Pedido 00613 e valor: R$ 0,00             0000000,00
20375400613Item do Pedido 00613 e valor: R$ 0,00             0000000,00
20375500613Item do Pedido 00613 e valor: R$ 0,00             0000000,00
20375600613Item do Pedido 00613 e valor: R$ 0,00             0000000,00
100614Pedido de Compra em 28/10/2019 com 7 itens201910281855270000003,00A
20375700614Item do Pedido 00614 e valor: R$ 3,00             0000003,00
20375800614Item do Pedido 00614 e valor: R$ 0,00             0000000,00
20375900614Item do Pedido 00614 e valor: R$ 0,00             0000000,00
20376000614Item do Pedido 00614 e valor: R$ 0,00             0000000,00
20376100614Item do Pedido 00614 e valor: R$ 0,00             0000000,00
20376200614Item do Pedido 00614 e valor: R$ 0,00             0000000,00
20376300614Item do Pedido 00614 e valor: R$ 0,00             0000000,00
20376400614Item do Pedido 00614 e valor: R$ 0,00             0000000,00
100615Pedido de Compra em 28/10/2019 com 7 itens201910281855270000171,00A
20376500615Item do Pedido 00615 e valor: R$ 115,00           0000115,00
20376600615Item do Pedido 00615 e valor: R$ 18,00            0000018,00
20376700615Item do Pedido 00615 e valor: R$ 15,00            0000015,00
20376800615Item do Pedido 00615 e valor: R$ 11,00            0000011,00
20376900615Item do Pedido 00615 e valor: R$ 8,00             0000008,00
20377000615Item do Pedido 00615 e valor: R$ 2,00             0000002,00
20377100615Item do Pedido 00615 e valor: R$ 1,00             0000001,00
20377200615Item do Pedido 00615 e valor: R$ 1,00             0000001,00
100616Pedido de Compra em 28/10/2019 com 7 itens201910281855270000132,00A
20377300616Item do Pedido 00616 e valor: R$ 27,00            0000027,00
20377400616Item do Pedido 00616 e valor: R$ 33,00            0000033,00
20377500616Item do Pedido 00616 e valor: R$ 70,00            0000070,00
20377600616Item do Pedido 00616 e valor: R$ 2,00             0000002,00
20377700616Item do Pedido 00616 e valor: R$ 0,00             0000000,00
20377800616Item do Pedido 00616 e valor: R$ 0,00             0000000,00
20377900616Item do Pedido 00616 e valor: R$ 0,00             0000000,00
20378000616Item do Pedido 00616 e valor: R$ 0,00             0000000,00
100617Pedido de Compra em 28/10/2019 com 7 itens201910281855270000145,00A
20378100617Item do Pedido 00617 e valor: R$ 68,00            0000068,00
20378200617Item do Pedido 00617 e valor: R$ 22,00            0000022,00
20378300617Item do Pedido 00617 e valor: R$ 17,00            0000017,00
20378400617Item do Pedido 00617 e valor: R$ 27,00            0000027,00
20378500617Item do Pedido 00617 e valor: R$ 7,00             0000007,00
20378600617Item do Pedido 00617 e valor: R$ 3,00             0000003,00
20378700617Item do Pedido 00617 e valor: R$ 1,00             0000001,00
20378800617Item do Pedido 00617 e valor: R$ 0,00             0000000,00
100618Pedido de Compra em 28/10/2019 com 7 itens201910281855270000008,00A
20378900618Item do Pedido 00618 e valor: R$ 7,00             0000007,00
20379000618Item do Pedido 00618 e valor: R$ 1,00             0000001,00
20379100618Item do Pedido 00618 e valor: R$ 0,00             0000000,00
20379200618Item do Pedido 00618 e valor: R$ 0,00             0000000,00
20379300618Item do Pedido 00618 e valor: R$ 0,00             0000000,00
20379400618Item do Pedido 00618 e valor: R$ 0,00             0000000,00
20379500618Item do Pedido 00618 e valor: R$ 0,00             0000000,00
20379600618Item do Pedido 00618 e valor: R$ 0,00             0000000,00
100619Pedido de Compra em 28/10/2019 com 7 itens201910281855270000052,00A
20379700619Item do Pedido 00619 e valor: R$ 21,00            0000021,00
20379800619Item do Pedido 00619 e valor: R$ 7,00             0000007,00
20379900619Item do Pedido 00619 e valor: R$ 12,00            0000012,00
20380000619Item do Pedido 00619 e valor: R$ 9,00             0000009,00
20380100619Item do Pedido 00619 e valor: R$ 1,00             0000001,00
20380200619Item do Pedido 00619 e valor: R$ 1,00             0000001,00
20380300619Item do Pedido 00619 e valor: R$ 1,00             0000001,00
20380400619Item do Pedido 00619 e valor: R$ 0,00             0000000,00
100620Pedido de Compra em 28/10/2019 com 7 itens201910281855270000050,00A
20380500620Item do Pedido 00620 e valor: R$ 38,00            0000038,00
20380600620Item do Pedido 00620 e valor: R$ 6,00             0000006,00
20380700620Item do Pedido 00620 e valor: R$ 3,00             0000003,00
20380800620Item do Pedido 00620 e valor: R$ 2,00             0000002,00
20380900620Item do Pedido 00620 e valor: R$ 1,00             0000001,00
20381000620Item do Pedido 00620 e valor: R$ 0,00             0000000,00
20381100620Item do Pedido 00620 e valor: R$ 0,00             0000000,00
20381200620Item do Pedido 00620 e valor: R$ 0,00             0000000,00
100621Pedido de Compra em 28/10/2019 com 7 itens201910281855270000194,00A
20381300621Item do Pedido 00621 e valor: R$ 51,00            0000051,00
20381400621Item do Pedido 00621 e valor: R$ 97,00            0000097,00
20381500621Item do Pedido 00621 e valor: R$ 18,00            0000018,00
20381600621Item do Pedido 00621 e valor: R$ 7,00             0000007,00
20381700621Item do Pedido 00621 e valor: R$ 9,00             0000009,00
20381800621Item do Pedido 00621 e valor: R$ 11,00            0000011,00
20381900621Item do Pedido 00621 e valor: R$ 1,00             0000001,00
20382000621Item do Pedido 00621 e valor: R$ 0,00             0000000,00
100622Pedido de Compra em 28/10/2019 com 7 itens201910281855270000052,00A
20382100622Item do Pedido 00622 e valor: R$ 37,00            0000037,00
20382200622Item do Pedido 00622 e valor: R$ 5,00             0000005,00
20382300622Item do Pedido 00622 e valor: R$ 3,00             0000003,00
20382400622Item do Pedido 00622 e valor: R$ 2,00             0000002,00
20382500622Item do Pedido 00622 e valor: R$ 4,00             0000004,00
20382600622Item do Pedido 00622 e valor: R$ 1,00             0000001,00
20382700622Item do Pedido 00622 e valor: R$ 0,00             0000000,00
20382800622Item do Pedido 00622 e valor: R$ 0,00             0000000,00
100623Pedido de Compra em 28/10/2019 com 7 itens201910281855270000148,00A
20382900623Item do Pedido 00623 e valor: R$ 135,00           0000135,00
20383000623Item do Pedido 00623 e valor: R$ 5,00             0000005,00
20383100623Item do Pedido 00623 e valor: R$ 4,00             0000004,00
20383200623Item do Pedido 00623 e valor: R$ 2,00             0000002,00
20383300623Item do Pedido 00623 e valor: R$ 2,00             0000002,00
20383400623Item do Pedido 00623 e valor: R$ 0,00             0000000,00
20383500623Item do Pedido 00623 e valor: R$ 0,00             0000000,00
20383600623Item do Pedido 00623 e valor: R$ 0,00             0000000,00
100624Pedido de Compra em 28/10/2019 com 7 itens201910281855270000133,00A
20383700624Item do Pedido 00624 e valor: R$ 14,00            0000014,00
20383800624Item do Pedido 00624 e valor: R$ 76,00            0000076,00
20383900624Item do Pedido 00624 e valor: R$ 21,00            0000021,00
20384000624Item do Pedido 00624 e valor: R$ 2,00             0000002,00
20384100624Item do Pedido 00624 e valor: R$ 5,00             0000005,00
20384200624Item do Pedido 00624 e valor: R$ 6,00             0000006,00
20384300624Item do Pedido 00624 e valor: R$ 1,00             0000001,00
20384400624Item do Pedido 00624 e valor: R$ 5,00             0000005,00
100625Pedido de Compra em 27/10/2019 com 8 itens201910271855270000109,00E
20384500625Item do Pedido 00625 e valor: R$ 63,00            0000063,00
20384600625Item do Pedido 00625 e valor: R$ 40,00            0000040,00
20384700625Item do Pedido 00625 e valor: R$ 3,00             0000003,00
20384800625Item do Pedido 00625 e valor: R$ 3,00             0000003,00
20384900625Item do Pedido 00625 e valor: R$ 0,00             0000000,00
20385000625Item do Pedido 00625 e valor: R$ 0,00             0000000,00
20385100625Item do Pedido 00625 e valor: R$ 0,00             0000000,00
20385200625Item do Pedido 00625 e valor: R$ 0,00             0000000,00
20385300625Item do Pedido 00625 e valor: R$ 0,00             0000000,00
100626Pedido de Compra em 27/10/2019 com 8 itens201910271855270000135,00E
20385400626Item do Pedido 00626 e valor: R$ 27,00            0000027,00
20385500626Item do Pedido 00626 e valor: R$ 31,00            0000031,00
20385600626Item do Pedido 00626 e valor: R$ 2,00             0000002,00
20385700626Item do Pedido 00626 e valor: R$ 59,00            0000059,00
20385800626Item do Pedido 00626 e valor: R$ 9,00             0000009,00
20385900626Item do Pedido 00626 e valor: R$ 1,00             0000001,00
20386000626Item do Pedido 00626 e valor: R$ 4,00             0000004,00
20386100626Item do Pedido 00626 e valor: R$ 2,00             0000002,00
20386200626Item do Pedido 00626 e valor: R$ 0,00             0000000,00
100627Pedido de Compra em 27/10/2019 com 8 itens201910271855270000095,00E
20386300627Item do Pedido 00627 e valor: R$ 93,00            0000093,00
20386400627Item do Pedido 00627 e valor: R$ 2,00             0000002,00
20386500627Item do Pedido 00627 e valor: R$ 0,00             0000000,00
20386600627Item do Pedido 00627 e valor: R$ 0,00             0000000,00
20386700627Item do Pedido 00627 e valor: R$ 0,00             0000000,00
20386800627Item do Pedido 00627 e valor: R$ 0,00             0000000,00
20386900627Item do Pedido 00627 e valor: R$ 0,00             0000000,00
20387000627Item do Pedido 00627 e valor: R$ 0,00             0000000,00
20387100627Item do Pedido 00627 e valor: R$ 0,00             0000000,00
100628Pedido de Compra em 27/10/2019 com 8 itens201910271855270000163,00E
20387200628Item do Pedido 00628 e valor: R$ 101,00           0000101,00
20387300628Item do Pedido 00628 e valor: R$ 52,00            0000052,00
20387400628Item do Pedido 00628 e valor: R$ 10,00            0000010,00
20387500628Item do Pedido 00628 e valor: R$ 0,00             0000000,00
20387600628Item do Pedido 00628 e valor: R$ 0,00             0000000,00
20387700628Item do Pedido 00628 e valor: R$ 0,00             0000000,00
20387800628Item do Pedido 00628 e valor: R$ 0,00             0000000,00
20387900628Item do Pedido 00628 e valor: R$ 0,00             0000000,00
20388000628Item do Pedido 00628 e valor: R$ 0,00             0000000,00
100629Pedido de Compra em 27/10/2019 com 8 itens201910271855270000095,00E
20388100629Item do Pedido 00629 e valor: R$ 24,00            0000024,00
20388200629Item do Pedido 00629 e valor: R$ 8,00             0000008,00
20388300629Item do Pedido 00629 e valor: R$ 41,00            0000041,00
20388400629Item do Pedido 00629 e valor: R$ 8,00             0000008,00
20388500629Item do Pedido 00629 e valor: R$ 3,00             0000003,00
20388600629Item do Pedido 00629 e valor: R$ 1,00             0000001,00
20388700629Item do Pedido 00629 e valor: R$ 8,00             0000008,00
20388800629Item do Pedido 00629 e valor: R$ 1,00             0000001,00
20388900629Item do Pedido 00629 e valor: R$ 1,00             0000001,00
100630Pedido de Compra em 27/10/2019 com 8 itens201910271855270000117,00E
20389000630Item do Pedido 00630 e valor: R$ 27,00            0000027,00
20389100630Item do Pedido 00630 e valor: R$ 71,00            0000071,00
20389200630Item do Pedido 00630 e valor: R$ 13,00            0000013,00
20389300630Item do Pedido 00630 e valor: R$ 5,00             0000005,00
20389400630Item do Pedido 00630 e valor: R$ 1,00             0000001,00
20389500630Item do Pedido 00630 e valor: R$ 0,00             0000000,00
20389600630Item do Pedido 00630 e valor: R$ 0,00             0000000,00
20389700630Item do Pedido 00630 e valor: R$ 0,00             0000000,00
20389800630Item do Pedido 00630 e valor: R$ 0,00             0000000,00
100631Pedido de Compra em 27/10/2019 com 8 itens201910271855270000176,00E
20389900631Item do Pedido 00631 e valor: R$ 170,00           0000170,00
20390000631Item do Pedido 00631 e valor: R$ 1,00             0000001,00
20390100631Item do Pedido 00631 e valor: R$ 2,00             0000002,00
20390200631Item do Pedido 00631 e valor: R$ 2,00             0000002,00
20390300631Item do Pedido 00631 e valor: R$ 1,00             0000001,00
20390400631Item do Pedido 00631 e valor: R$ 0,00             0000000,00
20390500631Item do Pedido 00631 e valor: R$ 0,00             0000000,00
20390600631Item do Pedido 00631 e valor: R$ 0,00             0000000,00
20390700631Item do Pedido 00631 e valor: R$ 0,00             0000000,00
100632Pedido de Compra em 27/10/2019 com 8 itens201910271855270000179,00E
20390800632Item do Pedido 00632 e valor: R$ 3,00             0000003,00
20390900632Item do Pedido 00632 e valor: R$ 31,00            0000031,00
20391000632Item do Pedido 00632 e valor: R$ 5,00             0000005,00
20391100632Item do Pedido 00632 e valor: R$ 59,00            0000059,00
20391200632Item do Pedido 00632 e valor: R$ 76,00            0000076,00
20391300632Item do Pedido 00632 e valor: R$ 2,00             0000002,00
20391400632Item do Pedido 00632 e valor: R$ 1,00             0000001,00
20391500632Item do Pedido 00632 e valor: R$ 1,00             0000001,00
20391600632Item do Pedido 00632 e valor: R$ 1,00             0000001,00
100633Pedido de Compra em 27/10/2019 com 8 itens201910271855270000128,00E
20391700633Item do Pedido 00633 e valor: R$ 114,00           0000114,00
20391800633Item do Pedido 00633 e valor: R$ 9,00             0000009,00
20391900633Item do Pedido 00633 e valor: R$ 2,00             0000002,00
20392000633Item do Pedido 00633 e valor: R$ 1,00             0000001,00
20392100633Item do Pedido 00633 e valor: R$ 2,00             0000002,00
20392200633Item do Pedido 00633 e valor: R$ 0,00             0000000,00
20392300633Item do Pedido 00633 e valor: R$ 0,00             0000000,00
20392400633Item do Pedido 00633 e valor: R$ 0,00             0000000,00
20392500633Item do Pedido 00633 e valor: R$ 0,00             0000000,00
100634Pedido de Compra em 27/10/2019 com 8 itens201910271855270000158,00E
20392600634Item do Pedido 00634 e valor: R$ 27,00            0000027,00
20392700634Item do Pedido 00634 e valor: R$ 115,00           0000115,00
20392800634Item do Pedido 00634 e valor: R$ 16,00            0000016,00
20392900634Item do Pedido 00634 e valor: R$ 0,00             0000000,00
20393000634Item do Pedido 00634 e valor: R$ 0,00             0000000,00
20393100634Item do Pedido 00634 e valor: R$ 0,00             0000000,00
20393200634Item do Pedido 00634 e valor: R$ 0,00             0000000,00
20393300634Item do Pedido 00634 e valor: R$ 0,00             0000000,00
20393400634Item do Pedido 00634 e valor: R$ 0,00             0000000,00
100635Pedido de Compra em 27/10/2019 com 8 itens201910271855270000183,00E
20393500635Item do Pedido 00635 e valor: R$ 154,00           0000154,00
20393600635Item do Pedido 00635 e valor: R$ 9,00             0000009,00
20393700635Item do Pedido 00635 e valor: R$ 17,00            0000017,00
20393800635Item do Pedido 00635 e valor: R$ 1,00             0000001,00
20393900635Item do Pedido 00635 e valor: R$ 2,00             0000002,00
20394000635Item do Pedido 00635 e valor: R$ 0,00             0000000,00
20394100635Item do Pedido 00635 e valor: R$ 0,00             0000000,00
20394200635Item do Pedido 00635 e valor: R$ 0,00             0000000,00
20394300635Item do Pedido 00635 e valor: R$ 0,00             0000000,00
100636Pedido de Compra em 27/10/2019 com 8 itens201910271855270000086,00E
20394400636Item do Pedido 00636 e valor: R$ 29,00            0000029,00
20394500636Item do Pedido 00636 e valor: R$ 42,00            0000042,00
20394600636Item do Pedido 00636 e valor: R$ 9,00             0000009,00
20394700636Item do Pedido 00636 e valor: R$ 6,00             0000006,00
20394800636Item do Pedido 00636 e valor: R$ 0,00             0000000,00
20394900636Item do Pedido 00636 e valor: R$ 0,00             0000000,00
20395000636Item do Pedido 00636 e valor: R$ 0,00             0000000,00
20395100636Item do Pedido 00636 e valor: R$ 0,00             0000000,00
20395200636Item do Pedido 00636 e valor: R$ 0,00             0000000,00
100637Pedido de Compra em 27/10/2019 com 8 itens201910271855270000190,00E
20395300637Item do Pedido 00637 e valor: R$ 177,00           0000177,00
20395400637Item do Pedido 00637 e valor: R$ 10,00            0000010,00
20395500637Item do Pedido 00637 e valor: R$ 2,00             0000002,00
20395600637Item do Pedido 00637 e valor: R$ 1,00             0000001,00
20395700637Item do Pedido 00637 e valor: R$ 0,00             0000000,00
20395800637Item do Pedido 00637 e valor: R$ 0,00             0000000,00
20395900637Item do Pedido 00637 e valor: R$ 0,00             0000000,00
20396000637Item do Pedido 00637 e valor: R$ 0,00             0000000,00
20396100637Item do Pedido 00637 e valor: R$ 0,00             0000000,00
100638Pedido de Compra em 27/10/2019 com 8 itens201910271855270000183,00E
20396200638Item do Pedido 00638 e valor: R$ 158,00           0000158,00
20396300638Item do Pedido 00638 e valor: R$ 13,00            0000013,00
20396400638Item do Pedido 00638 e valor: R$ 4,00             0000004,00
20396500638Item do Pedido 00638 e valor: R$ 5,00             0000005,00
20396600638Item do Pedido 00638 e valor: R$ 1,00             0000001,00
20396700638Item do Pedido 00638 e valor: R$ 2,00             0000002,00
20396800638Item do Pedido 00638 e valor: R$ 0,00             0000000,00
20396900638Item do Pedido 00638 e valor: R$ 0,00             0000000,00
20397000638Item do Pedido 00638 e valor: R$ 0,00             0000000,00
100639Pedido de Compra em 27/10/2019 com 8 itens201910271855270000051,00E
20397100639Item do Pedido 00639 e valor: R$ 40,00            0000040,00
20397200639Item do Pedido 00639 e valor: R$ 6,00             0000006,00
20397300639Item do Pedido 00639 e valor: R$ 4,00             0000004,00
20397400639Item do Pedido 00639 e valor: R$ 1,00             0000001,00
20397500639Item do Pedido 00639 e valor: R$ 0,00             0000000,00
20397600639Item do Pedido 00639 e valor: R$ 0,00             0000000,00
20397700639Item do Pedido 00639 e valor: R$ 0,00             0000000,00
20397800639Item do Pedido 00639 e valor: R$ 0,00             0000000,00
20397900639Item do Pedido 00639 e valor: R$ 0,00             0000000,00
100640Pedido de Compra em 27/10/2019 com 8 itens201910271855270000187,00E
20398000640Item do Pedido 00640 e valor: R$ 24,00            0000024,00
20398100640Item do Pedido 00640 e valor: R$ 84,00            0000084,00
20398200640Item do Pedido 00640 e valor: R$ 7,00             0000007,00
20398300640Item do Pedido 00640 e valor: R$ 8,00             0000008,00
20398400640Item do Pedido 00640 e valor: R$ 45,00            0000045,00
20398500640Item do Pedido 00640 e valor: R$ 13,00            0000013,00
20398600640Item do Pedido 00640 e valor: R$ 6,00             0000006,00
20398700640Item do Pedido 00640 e valor: R$ 0,00             0000000,00
20398800640Item do Pedido 00640 e valor: R$ 0,00             0000000,00
100641Pedido de Compra em 27/10/2019 com 8 itens201910271855270000031,00E
20398900641Item do Pedido 00641 e valor: R$ 20,00            0000020,00
20399000641Item do Pedido 00641 e valor: R$ 3,00             0000003,00
20399100641Item do Pedido 00641 e valor: R$ 6,00             0000006,00
20399200641Item do Pedido 00641 e valor: R$ 2,00             0000002,00
20399300641Item do Pedido 00641 e valor: R$ 0,00             0000000,00
20399400641Item do Pedido 00641 e valor: R$ 0,00             0000000,00
20399500641Item do Pedido 00641 e valor: R$ 0,00             0000000,00
20399600641Item do Pedido 00641 e valor: R$ 0,00             0000000,00
20399700641Item do Pedido 00641 e valor: R$ 0,00             0000000,00
100642Pedido de Compra em 26/10/2019 com 9 itens201910261855270000027,00E
20399800642Item do Pedido 00642 e valor: R$ 5,00             0000005,00
20399900642Item do Pedido 00642 e valor: R$ 4,00             0000004,00
20400000642Item do Pedido 00642 e valor: R$ 8,00             0000008,00
20400100642Item do Pedido 00642 e valor: R$ 6,00             0000006,00
20400200642Item do Pedido 00642 e valor: R$ 3,00             0000003,00
20400300642Item do Pedido 00642 e valor: R$ 1,00             0000001,00
20400400642Item do Pedido 00642 e valor: R$ 0,00             0000000,00
20400500642Item do Pedido 00642 e valor: R$ 0,00             0000000,00
20400600642Item do Pedido 00642 e valor: R$ 0,00             0000000,00
20400700642Item do Pedido 00642 e valor: R$ 0,00             0000000,00
100643Pedido de Compra em 26/10/2019 com 9 itens201910261855270000127,00E
20400800643Item do Pedido 00643 e valor: R$ 111,00           0000111,00
20400900643Item do Pedido 00643 e valor: R$ 11,00            0000011,00
20401000643Item do Pedido 00643 e valor: R$ 3,00             0000003,00
20401100643Item do Pedido 00643 e valor: R$ 1,00             0000001,00
20401200643Item do Pedido 00643 e valor: R$ 1,00             0000001,00
20401300643Item do Pedido 00643 e valor: R$ 0,00             0000000,00
20401400643Item do Pedido 00643 e valor: R$ 0,00             0000000,00
20401500643Item do Pedido 00643 e valor: R$ 0,00             0000000,00
20401600643Item do Pedido 00643 e valor: R$ 0,00             0000000,00
20401700643Item do Pedido 00643 e valor: R$ 0,00             0000000,00
100644Pedido de Compra em 26/10/2019 com 9 itens201910261855270000015,00E
20401800644Item do Pedido 00644 e valor: R$ 12,00            0000012,00
20401900644Item do Pedido 00644 e valor: R$ 1,00             0000001,00
20402000644Item do Pedido 00644 e valor: R$ 2,00             0000002,00
20402100644Item do Pedido 00644 e valor: R$ 0,00             0000000,00
20402200644Item do Pedido 00644 e valor: R$ 0,00             0000000,00
20402300644Item do Pedido 00644 e valor: R$ 0,00             0000000,00
20402400644Item do Pedido 00644 e valor: R$ 0,00             0000000,00
20402500644Item do Pedido 00644 e valor: R$ 0,00             0000000,00
20402600644Item do Pedido 00644 e valor: R$ 0,00             0000000,00
20402700644Item do Pedido 00644 e valor: R$ 0,00             0000000,00
100645Pedido de Compra em 26/10/2019 com 9 itens201910261855270000024,00E
20402800645Item do Pedido 00645 e valor: R$ 11,00            0000011,00
20402900645Item do Pedido 00645 e valor: R$ 6,00             0000006,00
20403000645Item do Pedido 00645 e valor: R$ 4,00             0000004,00
20403100645Item do Pedido 00645 e valor: R$ 2,00             0000002,00
20403200645Item do Pedido 00645 e valor: R$ 1,00             0000001,00
20403300645Item do Pedido 00645 e valor: R$ 0,00             0000000,00
20403400645Item do Pedido 00645 e valor: R$ 0,00             0000000,00
20403500645Item do Pedido 00645 e valor: R$ 0,00             0000000,00
20403600645Item do Pedido 00645 e valor: R$ 0,00             0000000,00
20403700645Item do Pedido 00645 e valor: R$ 0,00             0000000,00
100646Pedido de Compra em 26/10/2019 com 9 itens201910261855270000092,00E
20403800646Item do Pedido 00646 e valor: R$ 22,00            0000022,00
20403900646Item do Pedido 00646 e valor: R$ 35,00            0000035,00
20404000646Item do Pedido 00646 e valor: R$ 11,00            0000011,00
20404100646Item do Pedido 00646 e valor: R$ 20,00            0000020,00
20404200646Item do Pedido 00646 e valor: R$ 2,00             0000002,00
20404300646Item do Pedido 00646 e valor: R$ 1,00             0000001,00
20404400646Item do Pedido 00646 e valor: R$ 1,00             0000001,00
20404500646Item do Pedido 00646 e valor: R$ 0,00             0000000,00
20404600646Item do Pedido 00646 e valor: R$ 0,00             0000000,00
20404700646Item do Pedido 00646 e valor: R$ 0,00             0000000,00
100647Pedido de Compra em 26/10/2019 com 9 itens201910261855270000178,00E
20404800647Item do Pedido 00647 e valor: R$ 151,00           0000151,00
20404900647Item do Pedido 00647 e valor: R$ 3,00             0000003,00
20405000647Item do Pedido 00647 e valor: R$ 16,00            0000016,00
20405100647Item do Pedido 00647 e valor: R$ 8,00             0000008,00
20405200647Item do Pedido 00647 e valor: R$ 0,00             0000000,00
20405300647Item do Pedido 00647 e valor: R$ 0,00             0000000,00
20405400647Item do Pedido 00647 e valor: R$ 0,00             0000000,00
20405500647Item do Pedido 00647 e valor: R$ 0,00             0000000,00
20405600647Item do Pedido 00647 e valor: R$ 0,00             0000000,00
20405700647Item do Pedido 00647 e valor: R$ 0,00             0000000,00
100648Pedido de Compra em 26/10/2019 com 9 itens201910261855270000073,00E
20405800648Item do Pedido 00648 e valor: R$ 35,00            0000035,00
20405900648Item do Pedido 00648 e valor: R$ 36,00            0000036,00
20406000648Item do Pedido 00648 e valor: R$ 1,00             0000001,00
20406100648Item do Pedido 00648 e valor: R$ 1,00             0000001,00
20406200648Item do Pedido 00648 e valor: R$ 0,00             0000000,00
20406300648Item do Pedido 00648 e valor: R$ 0,00             0000000,00
20406400648Item do Pedido 00648 e valor: R$ 0,00             0000000,00
20406500648Item do Pedido 00648 e valor: R$ 0,00             0000000,00
20406600648Item do Pedido 00648 e valor: R$ 0,00             0000000,00
20406700648Item do Pedido 00648 e valor: R$ 0,00             0000000,00
100649Pedido de Compra em 26/10/2019 com 9 itens201910261855270000164,00E
20406800649Item do Pedido 00649 e valor: R$ 16,00            0000016,00
20406900649Item do Pedido 00649 e valor: R$ 143,00           0000143,00
20407000649Item do Pedido 00649 e valor: R$ 2,00             0000002,00
20407100649Item do Pedido 00649 e valor: R$ 1,00             0000001,00
20407200649Item do Pedido 00649 e valor: R$ 2,00             0000002,00
20407300649Item do Pedido 00649 e valor: R$ 0,00             0000000,00
20407400649Item do Pedido 00649 e valor: R$ 0,00             0000000,00
20407500649Item do Pedido 00649 e valor: R$ 0,00             0000000,00
20407600649Item do Pedido 00649 e valor: R$ 0,00             0000000,00
20407700649Item do Pedido 00649 e valor: R$ 0,00             0000000,00
100650Pedido de Compra em 26/10/2019 com 9 itens201910261855270000068,00E
20407800650Item do Pedido 00650 e valor: R$ 21,00            0000021,00
20407900650Item do Pedido 00650 e valor: R$ 16,00            0000016,00
20408000650Item do Pedido 00650 e valor: R$ 7,00             0000007,00
20408100650Item do Pedido 00650 e valor: R$ 19,00            0000019,00
20408200650Item do Pedido 00650 e valor: R$ 3,00             0000003,00
20408300650Item do Pedido 00650 e valor: R$ 2,00             0000002,00
20408400650Item do Pedido 00650 e valor: R$ 0,00             0000000,00
20408500650Item do Pedido 00650 e valor: R$ 0,00             0000000,00
20408600650Item do Pedido 00650 e valor: R$ 0,00             0000000,00
20408700650Item do Pedido 00650 e valor: R$ 0,00             0000000,00
100651Pedido de Compra em 26/10/2019 com 9 itens201910261855270000043,00E
20408800651Item do Pedido 00651 e valor: R$ 25,00            0000025,00
20408900651Item do Pedido 00651 e valor: R$ 13,00            0000013,00
20409000651Item do Pedido 00651 e valor: R$ 5,00             0000005,00
20409100651Item do Pedido 00651 e valor: R$ 0,00             0000000,00
20409200651Item do Pedido 00651 e valor: R$ 0,00             0000000,00
